---,MaxStructure,MaxArmor
QKD-4H,"(Head=1500.000000,CenterTorso=4000.000000,LeftTorso=2800.000000,RightTorso=2800.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=2800.000000,RightLeg=2800.000000)","(Head=3000.000000,CenterTorso=8000.000000,LeftTorso=5600.000000,RightTorso=5600.000000,LeftArm=4000.000000,RightArm=4000.000000,LeftLeg=5600.000000,RightLeg=5600.000000)"
QKD-4P,"(Head=1500.000000,CenterTorso=4000.000000,LeftTorso=2800.000000,RightTorso=2800.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=2800.000000,RightLeg=2800.000000)","(Head=3000.000000,CenterTorso=8000.000000,LeftTorso=5600.000000,RightTorso=5600.000000,LeftArm=4000.000000,RightArm=4000.000000,LeftLeg=5600.000000,RightLeg=5600.000000)"
QKD-5A,"(Head=1500.000000,CenterTorso=4000.000000,LeftTorso=2800.000000,RightTorso=2800.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=2800.000000,RightLeg=2800.000000)","(Head=3000.000000,CenterTorso=8000.000000,LeftTorso=5600.000000,RightTorso=5600.000000,LeftArm=4000.000000,RightArm=4000.000000,LeftLeg=5600.000000,RightLeg=5600.000000)"
QKD-5K,"(Head=1500.000000,CenterTorso=4000.000000,LeftTorso=2800.000000,RightTorso=2800.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=2800.000000,RightLeg=2800.000000)","(Head=3000.000000,CenterTorso=8000.000000,LeftTorso=5600.000000,RightTorso=5600.000000,LeftArm=4000.000000,RightArm=4000.000000,LeftLeg=5600.000000,RightLeg=5600.000000)"
QKD-5P,"(Head=1500.000000,CenterTorso=4000.000000,LeftTorso=2800.000000,RightTorso=2800.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=2800.000000,RightLeg=2800.000000)","(Head=3000.000000,CenterTorso=8000.000000,LeftTorso=5600.000000,RightTorso=5600.000000,LeftArm=4000.000000,RightArm=4000.000000,LeftLeg=5600.000000,RightLeg=5600.000000)"
QKD-IV4,"(Head=1500.000000,CenterTorso=4000.000000,LeftTorso=2800.000000,RightTorso=2800.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=2800.000000,RightLeg=2800.000000)","(Head=3000.000000,CenterTorso=8000.000000,LeftTorso=5600.000000,RightTorso=5600.000000,LeftArm=4000.000000,RightArm=4000.000000,LeftLeg=5600.000000,RightLeg=5600.000000)"
QKD-SC,"(Head=1500.000000,CenterTorso=4000.000000,LeftTorso=2800.000000,RightTorso=2800.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=2800.000000,RightLeg=2800.000000)","(Head=3000.000000,CenterTorso=8000.000000,LeftTorso=5600.000000,RightTorso=5600.000000,LeftArm=4000.000000,RightArm=4000.000000,LeftLeg=5600.000000,RightLeg=5600.000000)"
RFL-3C,"(Head=1500.000000,CenterTorso=4000.000000,LeftTorso=2800.000000,RightTorso=2800.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=2800.000000,RightLeg=2800.000000)","(Head=3000.000000,CenterTorso=8000.000000,LeftTorso=5600.000000,RightTorso=5600.000000,LeftArm=4000.000000,RightArm=4000.000000,LeftLeg=5600.000000,RightLeg=5600.000000)"
RFL-3N,"(Head=1500.000000,CenterTorso=4000.000000,LeftTorso=2800.000000,RightTorso=2800.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=2800.000000,RightLeg=2800.000000)","(Head=3000.000000,CenterTorso=8000.000000,LeftTorso=5600.000000,RightTorso=5600.000000,LeftArm=4000.000000,RightArm=4000.000000,LeftLeg=5600.000000,RightLeg=5600.000000)"
RFL-4D,"(Head=1500.000000,CenterTorso=4000.000000,LeftTorso=2800.000000,RightTorso=2800.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=2800.000000,RightLeg=2800.000000)","(Head=3000.000000,CenterTorso=8000.000000,LeftTorso=5600.000000,RightTorso=5600.000000,LeftArm=4000.000000,RightArm=4000.000000,LeftLeg=5600.000000,RightLeg=5600.000000)"
RFL-DB,"(Head=1500.000000,CenterTorso=4000.000000,LeftTorso=2800.000000,RightTorso=2800.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=2800.000000,RightLeg=2800.000000)","(Head=3000.000000,CenterTorso=8000.000000,LeftTorso=5600.000000,RightTorso=5600.000000,LeftArm=4000.000000,RightArm=4000.000000,LeftLeg=5600.000000,RightLeg=5600.000000)"
RFL-DNA,"(Head=1500.000000,CenterTorso=4000.000000,LeftTorso=2800.000000,RightTorso=2800.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=2800.000000,RightLeg=2800.000000)","(Head=3000.000000,CenterTorso=8000.000000,LeftTorso=5600.000000,RightTorso=5600.000000,LeftArm=4000.000000,RightArm=4000.000000,LeftLeg=5600.000000,RightLeg=5600.000000)"
RFL-LK,"(Head=1500.000000,CenterTorso=4000.000000,LeftTorso=2800.000000,RightTorso=2800.000000,LeftArm=2000.000000,RightArm=2100.000000,LeftLeg=2800.000000,RightLeg=2800.000000)","(Head=3000.000000,CenterTorso=8000.000000,LeftTorso=5600.000000,RightTorso=5600.000000,LeftArm=4000.000000,RightArm=4200.000000,LeftLeg=5600.000000,RightLeg=5600.000000)"
RVN-1X,"(Head=1500.000000,CenterTorso=2200.000000,LeftTorso=1600.000000,RightTorso=1600.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)","(Head=3000.000000,CenterTorso=4400.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)"
RVN-2X,"(Head=1500.000000,CenterTorso=2200.000000,LeftTorso=1600.000000,RightTorso=1600.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)","(Head=3000.000000,CenterTorso=4400.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)"
RVN-3L,"(Head=1500.000000,CenterTorso=2200.000000,LeftTorso=1600.000000,RightTorso=1600.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)","(Head=3000.000000,CenterTorso=4400.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)"
RVN-4X,"(Head=1500.000000,CenterTorso=2200.000000,LeftTorso=1600.000000,RightTorso=1600.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)","(Head=3000.000000,CenterTorso=4400.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)"
RVN-H,"(Head=1500.000000,CenterTorso=2200.000000,LeftTorso=1600.000000,RightTorso=1600.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)","(Head=3000.000000,CenterTorso=4400.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)"
SDR-5D,"(Head=1500.000000,CenterTorso=2000.000000,LeftTorso=1400.000000,RightTorso=1400.000000,LeftArm=1000.000000,RightArm=1000.000000,LeftLeg=1400.000000,RightLeg=1400.000000)","(Head=3000.000000,CenterTorso=4000.000000,LeftTorso=2800.000000,RightTorso=2800.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=2800.000000,RightLeg=2800.000000)"
SDR-5K,"(Head=1500.000000,CenterTorso=2000.000000,LeftTorso=1400.000000,RightTorso=1400.000000,LeftArm=1000.000000,RightArm=1000.000000,LeftLeg=1400.000000,RightLeg=1400.000000)","(Head=3000.000000,CenterTorso=4000.000000,LeftTorso=2800.000000,RightTorso=2800.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=2800.000000,RightLeg=2800.000000)"
SDR-5V,"(Head=1500.000000,CenterTorso=2000.000000,LeftTorso=1400.000000,RightTorso=1400.000000,LeftArm=1000.000000,RightArm=1000.000000,LeftLeg=1400.000000,RightLeg=1400.000000)","(Head=3000.000000,CenterTorso=4000.000000,LeftTorso=2800.000000,RightTorso=2800.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=2800.000000,RightLeg=2800.000000)"
SDR-A,"(Head=1500.000000,CenterTorso=2000.000000,LeftTorso=1400.000000,RightTorso=1400.000000,LeftArm=1000.000000,RightArm=1000.000000,LeftLeg=1400.000000,RightLeg=1400.000000)","(Head=3000.000000,CenterTorso=4000.000000,LeftTorso=2800.000000,RightTorso=2800.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=2800.000000,RightLeg=2800.000000)"
SHD-1P,"(Head=1500.000000,CenterTorso=3600.000000,LeftTorso=2600.000000,RightTorso=2600.000000,LeftArm=1800.000000,RightArm=1800.000000,LeftLeg=2600.000000,RightLeg=2600.000000)","(Head=3000.000000,CenterTorso=7200.000000,LeftTorso=5200.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
SHD-2D,"(Head=1500.000000,CenterTorso=3600.000000,LeftTorso=2600.000000,RightTorso=2600.000000,LeftArm=1800.000000,RightArm=1800.000000,LeftLeg=2600.000000,RightLeg=2600.000000)","(Head=3000.000000,CenterTorso=7200.000000,LeftTorso=5200.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
SHD-2D2,"(Head=1500.000000,CenterTorso=3600.000000,LeftTorso=2600.000000,RightTorso=2600.000000,LeftArm=1800.000000,RightArm=1800.000000,LeftLeg=2600.000000,RightLeg=2600.000000)","(Head=3000.000000,CenterTorso=7200.000000,LeftTorso=5200.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
SHD-2H,"(Head=1500.000000,CenterTorso=3600.000000,LeftTorso=2600.000000,RightTorso=2600.000000,LeftArm=1800.000000,RightArm=1800.000000,LeftLeg=2600.000000,RightLeg=2600.000000)","(Head=3000.000000,CenterTorso=7200.000000,LeftTorso=5200.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
SHD-2K,"(Head=1500.000000,CenterTorso=3600.000000,LeftTorso=2600.000000,RightTorso=2600.000000,LeftArm=1800.000000,RightArm=1800.000000,LeftLeg=2600.000000,RightLeg=2600.000000)","(Head=3000.000000,CenterTorso=7200.000000,LeftTorso=5200.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
SHD-2P,"(Head=1500.000000,CenterTorso=3600.000000,LeftTorso=2600.000000,RightTorso=2600.000000,LeftArm=1800.000000,RightArm=1800.000000,LeftLeg=2600.000000,RightLeg=2600.000000)","(Head=3000.000000,CenterTorso=7200.000000,LeftTorso=5200.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
SHD-5M,"(Head=1500.000000,CenterTorso=3600.000000,LeftTorso=2600.000000,RightTorso=2600.000000,LeftArm=1800.000000,RightArm=1800.000000,LeftLeg=2600.000000,RightLeg=2600.000000)","(Head=3000.000000,CenterTorso=7200.000000,LeftTorso=5200.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
SHD-GD,"(Head=1500.000000,CenterTorso=3600.000000,LeftTorso=2600.000000,RightTorso=2600.000000,LeftArm=1800.000000,RightArm=1800.000000,LeftLeg=2600.000000,RightLeg=2600.000000)","(Head=3000.000000,CenterTorso=7200.000000,LeftTorso=5200.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
STK-3F,"(Head=1500.000000,CenterTorso=5400.000000,LeftTorso=4100.000000,RightTorso=4100.000000,LeftArm=2300.000000,RightArm=2300.000000,LeftLeg=3600.000000,RightLeg=3600.000000)","(Head=3000.000000,CenterTorso=10800.000000,LeftTorso=8200.000000,RightTorso=8200.000000,LeftArm=4600.000000,RightArm=4600.000000,LeftLeg=7200.000000,RightLeg=7200.000000)"
STK-3FB,"(Head=1500.000000,CenterTorso=5400.000000,LeftTorso=4100.000000,RightTorso=4100.000000,LeftArm=2300.000000,RightArm=2300.000000,LeftLeg=3600.000000,RightLeg=3600.000000)","(Head=3000.000000,CenterTorso=10800.000000,LeftTorso=8200.000000,RightTorso=8200.000000,LeftArm=4600.000000,RightArm=4600.000000,LeftLeg=7200.000000,RightLeg=7200.000000)"
STK-3H,"(Head=1500.000000,CenterTorso=5400.000000,LeftTorso=4100.000000,RightTorso=4100.000000,LeftArm=2300.000000,RightArm=2300.000000,LeftLeg=3600.000000,RightLeg=3600.000000)","(Head=3000.000000,CenterTorso=10800.000000,LeftTorso=8200.000000,RightTorso=8200.000000,LeftArm=4600.000000,RightArm=4600.000000,LeftLeg=7200.000000,RightLeg=7200.000000)"
STK-4N,"(Head=1500.000000,CenterTorso=5400.000000,LeftTorso=4100.000000,RightTorso=4100.000000,LeftArm=2300.000000,RightArm=2300.000000,LeftLeg=3600.000000,RightLeg=3600.000000)","(Head=3000.000000,CenterTorso=10800.000000,LeftTorso=8200.000000,RightTorso=8200.000000,LeftArm=4600.000000,RightArm=4600.000000,LeftLeg=7200.000000,RightLeg=7200.000000)"
STK-M,"(Head=1500.000000,CenterTorso=5400.000000,LeftTorso=4100.000000,RightTorso=4100.000000,LeftArm=2300.000000,RightArm=2300.000000,LeftLeg=3600.000000,RightLeg=3600.000000)","(Head=3000.000000,CenterTorso=10800.000000,LeftTorso=8200.000000,RightTorso=8200.000000,LeftArm=4600.000000,RightArm=4600.000000,LeftLeg=7200.000000,RightLeg=7200.000000)"
TBT-3C,"(Head=1500.000000,CenterTorso=3200.000000,LeftTorso=2400.000000,RightTorso=2400.000000,LeftArm=1600.000000,RightArm=1600.000000,LeftLeg=2400.000000,RightLeg=2400.000000)","(Head=3000.000000,CenterTorso=6400.000000,LeftTorso=4800.000000,RightTorso=4800.000000,LeftArm=3200.000000,RightArm=3200.000000,LeftLeg=4800.000000,RightLeg=4800.000000)"
TBT-5J,"(Head=1500.000000,CenterTorso=3200.000000,LeftTorso=2400.000000,RightTorso=2400.000000,LeftArm=1600.000000,RightArm=1600.000000,LeftLeg=2400.000000,RightLeg=2400.000000)","(Head=3000.000000,CenterTorso=6400.000000,LeftTorso=4800.000000,RightTorso=4800.000000,LeftArm=3200.000000,RightArm=3200.000000,LeftLeg=4800.000000,RightLeg=4800.000000)"
TBT-5N,"(Head=1500.000000,CenterTorso=3200.000000,LeftTorso=2400.000000,RightTorso=2400.000000,LeftArm=1600.000000,RightArm=1600.000000,LeftLeg=2400.000000,RightLeg=2400.000000)","(Head=3000.000000,CenterTorso=6400.000000,LeftTorso=4800.000000,RightTorso=4800.000000,LeftArm=3200.000000,RightArm=3200.000000,LeftLeg=4800.000000,RightLeg=4800.000000)"
TBT-5P,"(Head=1500.000000,CenterTorso=3200.000000,LeftTorso=2400.000000,RightTorso=2400.000000,LeftArm=1600.000000,RightArm=1600.000000,LeftLeg=2400.000000,RightLeg=2400.000000)","(Head=3000.000000,CenterTorso=6400.000000,LeftTorso=4800.000000,RightTorso=4800.000000,LeftArm=3200.000000,RightArm=3200.000000,LeftLeg=4800.000000,RightLeg=4800.000000)"
TBT-7K,"(Head=1500.000000,CenterTorso=3200.000000,LeftTorso=2400.000000,RightTorso=2400.000000,LeftArm=1600.000000,RightArm=1600.000000,LeftLeg=2400.000000,RightLeg=2400.000000)","(Head=3000.000000,CenterTorso=6400.000000,LeftTorso=4800.000000,RightTorso=4800.000000,LeftArm=3200.000000,RightArm=3200.000000,LeftLeg=4800.000000,RightLeg=4800.000000)"
TBT-7M,"(Head=1500.000000,CenterTorso=3200.000000,LeftTorso=2400.000000,RightTorso=2400.000000,LeftArm=1600.000000,RightArm=1600.000000,LeftLeg=2400.000000,RightLeg=2400.000000)","(Head=3000.000000,CenterTorso=6400.000000,LeftTorso=4800.000000,RightTorso=4800.000000,LeftArm=3200.000000,RightArm=3200.000000,LeftLeg=4800.000000,RightLeg=4800.000000)"
TBT-LG,"(Head=1500.000000,CenterTorso=3200.000000,LeftTorso=2400.000000,RightTorso=2400.000000,LeftArm=1600.000000,RightArm=1600.000000,LeftLeg=2400.000000,RightLeg=2400.000000)","(Head=3000.000000,CenterTorso=6400.000000,LeftTorso=4800.000000,RightTorso=4800.000000,LeftArm=3200.000000,RightArm=3200.000000,LeftLeg=4800.000000,RightLeg=4800.000000)"
TDR-5S-T,"(Head=1500.000000,CenterTorso=4200.000000,LeftTorso=3000.000000,RightTorso=3000.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8400.000000,LeftTorso=6000.000000,RightTorso=6000.000000,LeftArm=4000.000000,RightArm=4000.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
TDR-5S,"(Head=1500.000000,CenterTorso=4200.000000,LeftTorso=3000.000000,RightTorso=3000.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8400.000000,LeftTorso=6000.000000,RightTorso=6000.000000,LeftArm=4000.000000,RightArm=4000.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
TDR-5SD,"(Head=1500.000000,CenterTorso=4200.000000,LeftTorso=3000.000000,RightTorso=3000.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8400.000000,LeftTorso=6000.000000,RightTorso=6000.000000,LeftArm=4000.000000,RightArm=4000.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
TDR-5SE,"(Head=1500.000000,CenterTorso=4200.000000,LeftTorso=3000.000000,RightTorso=3000.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8400.000000,LeftTorso=6000.000000,RightTorso=6000.000000,LeftArm=4000.000000,RightArm=4000.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
TDR-5SS,"(Head=1500.000000,CenterTorso=4200.000000,LeftTorso=3000.000000,RightTorso=3000.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8400.000000,LeftTorso=6000.000000,RightTorso=6000.000000,LeftArm=4000.000000,RightArm=4000.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
TDR-9SE,"(Head=1500.000000,CenterTorso=4200.000000,LeftTorso=3000.000000,RightTorso=3000.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8400.000000,LeftTorso=6000.000000,RightTorso=6000.000000,LeftArm=4000.000000,RightArm=4000.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
UM-K9,"(Head=1500.000000,CenterTorso=2000.000000,LeftTorso=1400.000000,RightTorso=1400.000000,LeftArm=1000.000000,RightArm=1000.000000,LeftLeg=1400.000000,RightLeg=1400.000000)","(Head=3000.000000,CenterTorso=4000.000000,LeftTorso=2800.000000,RightTorso=2800.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=2800.000000,RightLeg=2800.000000)"
UM-R60,"(Head=1500.000000,CenterTorso=2000.000000,LeftTorso=1400.000000,RightTorso=1400.000000,LeftArm=1000.000000,RightArm=1000.000000,LeftLeg=1400.000000,RightLeg=1400.000000)","(Head=3000.000000,CenterTorso=4000.000000,LeftTorso=2800.000000,RightTorso=2800.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=2800.000000,RightLeg=2800.000000)"
UM-R60L,"(Head=1500.000000,CenterTorso=2000.000000,LeftTorso=1400.000000,RightTorso=1400.000000,LeftArm=1000.000000,RightArm=1000.000000,LeftLeg=1400.000000,RightLeg=1400.000000)","(Head=3000.000000,CenterTorso=4000.000000,LeftTorso=2800.000000,RightTorso=2800.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=2800.000000,RightLeg=2800.000000)"
UM-SC,"(Head=1500.000000,CenterTorso=2000.000000,LeftTorso=1400.000000,RightTorso=1400.000000,LeftArm=1000.000000,RightArm=1000.000000,LeftLeg=1400.000000,RightLeg=1400.000000)","(Head=3000.000000,CenterTorso=4000.000000,LeftTorso=2800.000000,RightTorso=2800.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=2800.000000,RightLeg=2800.000000)"
VL-2P,"(Head=1500.000000,CenterTorso=2400.000000,LeftTorso=2000.000000,RightTorso=2000.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=2000.000000,RightLeg=2000.000000)","(Head=3000.000000,CenterTorso=4800.000000,LeftTorso=4000.000000,RightTorso=4000.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=4000.000000,RightLeg=4000.000000)"
VL-2T,"(Head=1500.000000,CenterTorso=2400.000000,LeftTorso=2000.000000,RightTorso=2000.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=2000.000000,RightLeg=2000.000000)","(Head=3000.000000,CenterTorso=4800.000000,LeftTorso=4000.000000,RightTorso=4000.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=4000.000000,RightLeg=4000.000000)"
VL-5T,"(Head=1500.000000,CenterTorso=2400.000000,LeftTorso=2000.000000,RightTorso=2000.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=2000.000000,RightLeg=2000.000000)","(Head=3000.000000,CenterTorso=4800.000000,LeftTorso=4000.000000,RightTorso=4000.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=4000.000000,RightLeg=4000.000000)"
VL-BL,"(Head=1500.000000,CenterTorso=2400.000000,LeftTorso=2000.000000,RightTorso=2000.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=2000.000000,RightLeg=2000.000000)","(Head=3000.000000,CenterTorso=4800.000000,LeftTorso=4000.000000,RightTorso=4000.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=4000.000000,RightLeg=4000.000000)"
VL-X1,"(Head=1500.000000,CenterTorso=2400.000000,LeftTorso=2000.000000,RightTorso=2000.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=2000.000000,RightLeg=2000.000000)","(Head=3000.000000,CenterTorso=4800.000000,LeftTorso=4000.000000,RightTorso=4000.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=4000.000000,RightLeg=4000.000000)"
VND-1AA,"(Head=1500.000000,CenterTorso=2800.000000,LeftTorso=2200.000000,RightTorso=2200.000000,LeftArm=1400.000000,RightArm=1400.000000,LeftLeg=2200.000000,RightLeg=2200.000000)","(Head=3000.000000,CenterTorso=5600.000000,LeftTorso=4400.000000,RightTorso=4400.000000,LeftArm=2800.000000,RightArm=2800.000000,LeftLeg=4400.000000,RightLeg=4400.000000)"
VND-1P,"(Head=1500.000000,CenterTorso=2800.000000,LeftTorso=2200.000000,RightTorso=2200.000000,LeftArm=1400.000000,RightArm=1400.000000,LeftLeg=2200.000000,RightLeg=2200.000000)","(Head=3000.000000,CenterTorso=5600.000000,LeftTorso=4400.000000,RightTorso=4400.000000,LeftArm=2800.000000,RightArm=2800.000000,LeftLeg=4400.000000,RightLeg=4400.000000)"
VND-1R,"(Head=1500.000000,CenterTorso=2800.000000,LeftTorso=2200.000000,RightTorso=2200.000000,LeftArm=1400.000000,RightArm=1400.000000,LeftLeg=2200.000000,RightLeg=2200.000000)","(Head=3000.000000,CenterTorso=5600.000000,LeftTorso=4400.000000,RightTorso=4400.000000,LeftArm=2800.000000,RightArm=2800.000000,LeftLeg=4400.000000,RightLeg=4400.000000)"
VND-1SIB,"(Head=1500.000000,CenterTorso=2800.000000,LeftTorso=2200.000000,RightTorso=2200.000000,LeftArm=1400.000000,RightArm=1400.000000,LeftLeg=2200.000000,RightLeg=2200.000000)","(Head=3000.000000,CenterTorso=5600.000000,LeftTorso=4400.000000,RightTorso=4400.000000,LeftArm=2800.000000,RightArm=2800.000000,LeftLeg=4400.000000,RightLeg=4400.000000)"
VND-1SIC,"(Head=1500.000000,CenterTorso=2800.000000,LeftTorso=2200.000000,RightTorso=2200.000000,LeftArm=1400.000000,RightArm=1400.000000,LeftLeg=2200.000000,RightLeg=2200.000000)","(Head=3000.000000,CenterTorso=5600.000000,LeftTorso=4400.000000,RightTorso=4400.000000,LeftArm=2800.000000,RightArm=2800.000000,LeftLeg=4400.000000,RightLeg=4400.000000)"
VND-1X,"(Head=1500.000000,CenterTorso=2800.000000,LeftTorso=2200.000000,RightTorso=2200.000000,LeftArm=1400.000000,RightArm=1400.000000,LeftLeg=2200.000000,RightLeg=2200.000000)","(Head=3000.000000,CenterTorso=5600.000000,LeftTorso=4400.000000,RightTorso=4400.000000,LeftArm=2800.000000,RightArm=2800.000000,LeftLeg=4400.000000,RightLeg=4400.000000)"
VTR-9A1,"(Head=1500.000000,CenterTorso=5000.000000,LeftTorso=3400.000000,RightTorso=3400.000000,LeftArm=2600.000000,RightArm=2600.000000,LeftLeg=3400.000000,RightLeg=3400.000000)","(Head=3000.000000,CenterTorso=10000.000000,LeftTorso=6800.000000,RightTorso=6800.000000,LeftArm=5200.000000,RightArm=5200.000000,LeftLeg=6800.000000,RightLeg=6800.000000)"
VTR-9B,"(Head=1500.000000,CenterTorso=5000.000000,LeftTorso=3400.000000,RightTorso=3400.000000,LeftArm=2600.000000,RightArm=2600.000000,LeftLeg=3400.000000,RightLeg=3400.000000)","(Head=3000.000000,CenterTorso=10000.000000,LeftTorso=6800.000000,RightTorso=6800.000000,LeftArm=5200.000000,RightArm=5200.000000,LeftLeg=6800.000000,RightLeg=6800.000000)"
VTR-9K,"(Head=1500.000000,CenterTorso=5000.000000,LeftTorso=3400.000000,RightTorso=3400.000000,LeftArm=2600.000000,RightArm=2600.000000,LeftLeg=3400.000000,RightLeg=3400.000000)","(Head=3000.000000,CenterTorso=10000.000000,LeftTorso=6800.000000,RightTorso=6800.000000,LeftArm=5200.000000,RightArm=5200.000000,LeftLeg=6800.000000,RightLeg=6800.000000)"
VTR-9P,"(Head=1500.000000,CenterTorso=5000.000000,LeftTorso=3400.000000,RightTorso=3400.000000,LeftArm=2600.000000,RightArm=2600.000000,LeftLeg=3400.000000,RightLeg=3400.000000)","(Head=3000.000000,CenterTorso=10000.000000,LeftTorso=6800.000000,RightTorso=6800.000000,LeftArm=5200.000000,RightArm=5200.000000,LeftLeg=6800.000000,RightLeg=6800.000000)"
VTR-9S,"(Head=1500.000000,CenterTorso=5000.000000,LeftTorso=3400.000000,RightTorso=3400.000000,LeftArm=2600.000000,RightArm=2600.000000,LeftLeg=3400.000000,RightLeg=3400.000000)","(Head=3000.000000,CenterTorso=10000.000000,LeftTorso=6800.000000,RightTorso=6800.000000,LeftArm=5200.000000,RightArm=5200.000000,LeftLeg=6800.000000,RightLeg=6800.000000)"
